name,danceability,energy,key,loudness,valence,tempo,duration_ms,target
Remember The Name (feat. Styles Of Beyond),0.688,0.835,8,-4.162,0.879,84.858,230493,1
Mind Tricks,0.578,0.909,7,-3.672,0.518,87.983,233182,1
Help,0.507,0.918,2,-4.684,0.275,92.006,215291,1
Follow You,0.54,0.661,3,-5.534,0.509,90.012,231107,1
Snow Cats,0.231,0.791,4,-4.297,0.404,87.337,200920,1
Paranoia,0.409,0.992,3,-2.803,0.339,149.859,200677,1
Hated,0.458,0.99,8,-3.717,0.462,166.904,211430,1
Shock Me,0.396,0.912,7,-4.026,0.146,125.923,257120,1
The Devil's Bleeding Crown,0.55,0.917,7,-4.575,0.247,109.552,238653,1
Go Down in History,0.505,0.985,5,-4.401,0.267,119.993,219763,1
Serpents,0.351,0.915,1,-4.53,0.457,184.815,165047,1
Black Honey,0.442,0.892,9,-6.431,0.258,151.914,239451,1
Chop Suey!,0.42,0.929,7,-3.899,0.318,127.204,210240,1
Something To Believe In,0.623,0.886,1,-3.044,0.691,92.021,228467,1
She Hates Me,0.585,0.757,4,-5.424,0.615,109.781,216760,1
Don't Threaten Me With A Good Time,0.559,0.895,1,-4.476,0.563,183.825,213093,1
Sex on Fire,0.542,0.905,9,-5.653,0.365,153.398,203347,1
Cold,0.7,0.714,9,-6.295,0.482,99.909,234308,1
It Ain't Me (with Selena Gomez),0.64,0.533,0,-6.596,0.5,99.968,220781,1
Bring Me the Night,0.393,0.505,5,-7.048,0.205,163.938,239451,1
Crush,0.599,0.677,0,-4.722,0.458,81.021,212013,1
Song 2 You,0.591,0.866,2,-2.877,0.496,86.981,218373,1
L.A. Boyz,0.616,0.91,8,-3.316,0.709,150.038,179600,1
Faster than Boyz,0.593,0.814,9,-4.802,0.47,146.919,194893,1
Bad Boys,0.581,0.86,10,-3.459,0.48,122.941,197160,1
"Too Little, Too Late",0.428,0.781,6,-5.032,0.72,82.353,221720,1
Fast Car (feat. Kina Grannis),0.66,0.255,10,-9.79,0.508,103.087,304293,1
In Your Arms,0.672,0.396,2,-9.489,0.464,130.015,184960,1
Valentine,0.862,0.351,9,-11.793,0.504,124.964,150707,1
The One You Say Goodnight To,0.696,0.439,7,-9.438,0.686,135.925,157187,1
Gone,0.631,0.591,11,-7.669,0.459,137.917,253107,1
Strong Enough,0.637,0.507,6,-9.59,0.566,105.932,195167,1
Without Me,0.546,0.522,4,-7.113,0.494,117.299,231240,1
L.A. Story,0.593,0.872,1,-4.525,0.521,91.964,208000,1
Something About the Sunshine,0.688,0.795,5,-6.161,0.773,125.044,186800,1
Like Nobody's Around,0.586,0.896,3,-4.572,0.353,94.954,176360,1
Amazing,0.403,0.883,4,-3.385,0.769,202.013,201720,1
Boyfriend,0.614,0.857,1,-4.171,0.655,164.146,201040,1
Worldwide,0.531,0.771,4,-6.162,0.608,159.973,224333,1
Big Time Rush,0.599,0.888,11,-2.931,0.84,121.05,197587,1
Popular Song,0.644,0.842,8,-4.787,0.852,99.05,200613,1
All About Tonight - featuring Cymphonique Miller,0.543,0.852,1,-3.737,0.689,129.023,183960,1
Count On You,0.638,0.705,2,-4.47,0.292,91.961,209933,1
I Know You Know,0.437,0.802,2,-5.709,0.604,121.387,175587,1
Bring It All to Me,0.695,0.579,0,-5.066,0.731,88.957,218187,1
Too Close,0.85,0.398,7,-9.816,0.717,99.717,258113,1
I'm So Into You,0.841,0.552,7,-10.345,0.596,99.018,278467,1
Don't Let Go (Love),0.618,0.688,5,-5.867,0.561,78.311,291880,1
Candy Rain,0.583,0.681,11,-8.152,0.57,188.256,271093,1
Wifey,0.829,0.652,7,-8.693,0.717,99.581,243159,1
On Bended Knee,0.635,0.53,8,-8.1,0.204,116.631,329907,1
Get It On Tonite,0.809,0.522,10,-8.747,0.879,99.001,275080,1
End Of The Road,0.642,0.421,5,-9.32,0.453,74.849,348893,1
I'll Make Love To You,0.563,0.487,2,-7.775,0.248,142.53,235853,1
Water Runs Dry,0.578,0.375,0,-12.951,0.561,89.605,201280,1
A Song For Mama,0.571,0.447,7,-8.757,0.162,75.019,301587,1
Together Again,0.873,0.591,7,-8.942,0.49,123.091,301200,1
Someone To Call My Lover,0.729,0.914,2,-4.043,0.918,127.907,272360,1
Escapade,0.815,0.944,1,-6.698,0.681,115.219,283934,1
Bye Bye Bye,0.571,0.87,8,-3.877,0.815,172.716,199640,1
This I Promise You - Radio Edit,0.55,0.563,2,-7.019,0.462,166.004,266293,1
It's Gonna Be Me,0.647,0.87,0,-4.702,0.906,165.103,191280,1
God Must Have Spent a Little More Time on You - Remix,0.468,0.535,10,-8.264,0.298,168.001,243493,1
I Want You Back - Radio Edit,0.754,0.946,8,-2.149,0.865,112.042,199787,1
Pop - Radio Version,0.841,0.866,11,-6.342,0.875,119.941,175520,1
Tearin' up My Heart - Radio Edit,0.685,0.872,7,-6.939,0.806,110.046,209560,1
As Long as You Love Me,0.773,0.801,0,-5.562,0.8,98.205,211907,1
Quit Playing Games (With My Heart),0.798,0.862,11,-4.95,0.893,100.031,232027,1
I'll Never Break Your Heart,0.527,0.578,7,-6.012,0.35,162.11,287027,1
All I Have to Give,0.729,0.561,1,-7.162,0.395,95.981,274827,1
The Call,0.697,0.856,10,-4.439,0.732,104.202,203600,1
I Want It That Way,0.683,0.687,6,-5.833,0.486,99.035,213027,1
Show Me the Meaning of Being Lonely,0.634,0.624,6,-5.095,0.668,167.992,234587,1
Shape of My Heart,0.571,0.77,9,-5.46,0.529,96.09,230280,1
I'll Be Missing You (feat. 112),0.862,0.479,7,-9.199,0.919,109.878,301520,1
I Need A Girl (Part One) (feat. Usher & Loon),0.66,0.707,6,-5.758,0.779,89.279,268800,1
Where the Party At,0.596,0.661,5,-6.239,0.864,129.491,232573,1
I Wanna Know,0.725,0.487,8,-5.959,0.595,136.086,296693,1
Stay,0.651,0.645,1,-6.741,0.668,96.394,232227,1
So Sick,0.699,0.592,6,-8.298,0.587,94.933,207187,1
When You're Mad,0.654,0.564,6,-7.186,0.458,86.948,222000,1
Sexy Love,0.622,0.503,8,-6.417,0.6,93.984,220853,1
All My Life,0.634,0.528,1,-8.834,0.187,128,331240,1
Take Me There - Remix,0.779,0.711,0,-4.054,0.857,96.472,254067,1
MMMBop,0.686,0.952,9,-5.169,0.641,104.889,267947,1
Case Of The Ex (Whatcha Gonna Do),0.78,0.69,1,-4.958,0.327,98.002,236827,1
My Love Is Like...Wo - Main Mix/Album Version,0.833,0.677,4,-6.413,0.731,132.876,209490,1
Angel of Mine - Radio Mix,0.592,0.562,10,-6.869,0.2,90.16,250173,1
For You I Will,0.652,0.473,0,-7.981,0.36,123.208,294867,1
Two Wrongs,0.621,0.579,9,-8.574,0.415,82.897,230733,1
Take Me As I Am,0.685,0.784,9,-4.971,0.734,90.89,257173,1
Sweetest Girl (Dollar Bill),0.733,0.744,1,-3.51,0.528,92.515,241133,1
Slow Jam,0.701,0.457,8,-8.562,0.292,127.925,283093,1
Ironic - 2015 Remastered,0.408,0.582,11,-8.305,0.34,114.926,230000,1
U Got It Bad,0.816,0.5,1,-4.551,0.654,124.037,247840,1
My Boo,0.662,0.507,5,-8.238,0.652,86.412,223440,1
Don't Love You No More (I'm Sorry),0.635,0.54,7,-8.122,0.586,99.99,244160,1
Let Me Love You,0.622,0.593,7,-8.352,0.595,94.364,249093,1
Just a Friend 2002 - Radio Edit,0.538,0.677,0,-6.099,0.919,132.346,214200,1
Say My Name,0.713,0.678,5,-3.525,0.738,138.009,271333,1
"Jumpin', Jumpin'",0.771,0.685,1,-4.639,0.683,88.997,230200,1
"Independent Women, Pt. I",0.73,0.602,6,-3.782,0.932,97.954,221133,1
"Bills, Bills, Bills",0.845,0.576,11,-5.15,0.455,127.641,256027,1
No More (Baby I'ma Do Right),0.721,0.723,2,-7.08,0.769,88.933,263440,1
Summer Is Over feat. Sara Bareilles,0.518,0.666,0,-5.306,0.254,130.048,300573,1
Beautiful Disaster,0.415,0.661,7,-4.629,0.283,156.177,251640,1
Human,0.319,0.664,1,-4.85,0.441,112.377,252053,1
So Close,0.386,0.248,11,-11.42,0.153,106.259,226840,1
In Love With a Girl,0.439,0.906,3,-4.8,0.69,161.905,206000,1
Simple Love Song,0.764,0.348,9,-7.98,0.773,119.651,224987,1
Honeymoon Avenue,0.685,0.607,11,-5.301,0.463,125.011,339733,1
Tattooed Heart,0.454,0.521,7,-4.143,0.231,72.28,194707,1
Almost Is Never Enough,0.4,0.337,2,-7.404,0.354,108.196,327773,1
Perfect Harmony,0.664,0.32,4,-7.356,0.71,141.916,145707,1
Pyramid (feat. Iyaz),0.562,0.659,10,-5.234,0.246,87.539,235947,1
Best Friend,0.637,0.659,3,-6.964,0.531,102.029,233000,1
Over And Over Again,0.47,0.271,8,-8.335,0.396,129.623,246896,1
Put Your Arms Around Me,0.758,0.699,0,-4.217,0.724,95.011,222733,1
Try Everything,0.704,0.604,1,-4.865,0.486,115.48,196853,1
Starving,0.712,0.62,4,-4.187,0.519,99.953,181880,1
I Dare You,0.616,0.709,10,-6.134,0.545,122.984,206013,1
Force of Nature,0.658,0.566,7,-6.179,0.513,80.035,241813,1
Perfect Picture,0.555,0.79,3,-5.777,0.519,79.016,187973,1
Tangled Up In Me,0.51,0.708,9,-3.092,0.767,188.058,164347,1
Why Can't I?,0.487,0.759,11,-4.849,0.238,80.958,208360,1
God Is a DJ,0.635,0.977,5,-3.213,0.431,111.955,225400,1
Save My Soul,0.406,0.638,9,-6.085,0.404,177.916,224848,1
Mad Love.,0.277,0.604,0,-3.778,0.28,199.519,244413,1
Secret Love,0.776,0.507,9,-5.752,0.51,98.051,239880,1
Dear No One,0.498,0.586,6,-5.936,0.489,81.945,197847,1
First Heartbreak,0.657,0.485,3,-5.634,0.402,135.805,204960,1
Video,0.652,0.621,9,-8.677,0.647,169.983,249960,1
"Beauty and the Beast - From ""Beauty and the Beast""",0.494,0.542,6,-6.995,0.246,81.34,227928,1
I2I,0.732,0.772,11,-7.974,0.763,130.14,241387,1
Confetti Falling,0.557,0.796,3,-4.147,0.452,127.999,242973,1
You Gotta Be,0.627,0.669,0,-9.985,0.5,94.029,245200,1
Can't Blame a Girl for Trying,0.616,0.401,0,-7.318,0.354,143.75,169307,1
Eyes Wide Open,0.586,0.637,8,-6.621,0.331,88.025,192720,1
"Wildside - From ""Adventures in Babysitting""",0.763,0.569,6,-5.585,0.751,122.988,187960,1
Can I Have This Dance,0.539,0.658,0,-5.109,0.494,136.357,243773,1
Hold On,0.679,0.657,5,-9.897,0.558,97.8,266867,1
Be My Baby,0.627,0.871,1,-4.403,0.677,129.059,164840,1
Photograph (feat. Bea Miller),0.717,0.32,3,-8.393,0.331,107.946,260187,1
Closer (feat. Sarah Hyland),0.694,0.472,8,-8.62,0.466,95.002,244189,1
"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",0.51,0.602,3,-6.317,0.305,148.077,178320,1
From This Moment On,0.428,0.514,7,-5.021,0.141,135.819,291640,1
You're Still The One,0.551,0.527,3,-7.119,0.662,133.758,212560,1
Everywhere,0.523,0.828,1,-4.696,0.473,96.952,214827,1
Just The Girl,0.571,0.89,9,-1.6,0.725,110.958,234147,1
Pieces Of Me,0.5,0.802,2,-4.205,0.743,174.039,217440,1
She Looks So Perfect,0.493,0.956,1,-4.221,0.467,160.006,202496,1
She's Kinda Hot,0.659,0.9,4,-4.856,0.882,118.04,216454,1
Billie Jean,0.92,0.654,11,-3.051,0.856,117.046,293827,1
Beat It - Single Version,0.779,0.867,3,-3.704,0.918,138.858,258040,1
Black or White - Single Version,0.758,0.927,9,-2.768,0.953,115.076,198507,1
The Way You Make Me Feel,0.608,0.816,1,-5.926,0.497,114.484,297400,1
Man In The Mirror,0.794,0.798,8,-5.639,0.268,100.338,319307,1
P.Y.T. (Pretty Young Thing),0.888,0.815,11,-4.909,0.96,127.273,238733,1
Ultimate,0.492,0.797,11,-4.666,0.533,79.513,186867,1
If I Were a Boy,0.632,0.518,6,-6.126,0.45,90.007,249147,1
With You,0.658,0.696,3,-4.293,0.655,85.998,252053,1
Forever,0.672,0.819,11,-4.457,0.452,120.013,278036,1
A Thousand Years,0.421,0.407,10,-7.445,0.168,139.028,285120,1
Gave Me Something,0.589,0.83,1,-5.547,0.595,94.999,207145,1
Hold My Hand,0.642,0.823,0,-5.717,0.441,122.977,227344,1
"When Will My Life Begin - From ""Tangled""/Soundtrack Version",0.677,0.437,4,-7.413,0.455,108.054,152333,1
"I See the Light - From ""Tangled""/Soundtrack Version",0.24,0.16,5,-14.213,0.199,92.742,224240,1
Torn,0.575,0.886,5,-5.182,0.608,96.308,244667,1
Ain't Nobody,0.794,0.891,1,-6.918,0.813,104.315,281773,1
Dreams,0.555,0.63,4,-13.11,0.488,128.661,271560,1
I Knew I Loved You,0.556,0.517,9,-8.769,0.779,169.938,251253,1
Un-Break My Heart,0.625,0.426,2,-8.392,0.123,110.018,270333,1
Breathe Again,0.689,0.677,0,-6.36,0.265,153.919,269173,1
You're Makin' Me High,0.852,0.563,10,-8.663,0.887,92.112,267440,1
My Little Secret,0.814,0.431,8,-9.125,0.546,129.957,268040,1
One Of Those Love Songs,0.701,0.383,10,-9.016,0.241,135.877,255453,1
Softest Place On Earth,0.773,0.309,7,-8.5,0.411,128.105,256720,1
The Arms of the One Who Loves You,0.657,0.456,0,-8.917,0.181,115.4,260427,1
He Wasn't Man Enough,0.739,0.947,11,-1.915,0.762,88.009,261933,1
Secret Love Song,0.534,0.642,9,-3.971,0.139,92.963,249813,1
I Can't Fall in Love Without You,0.485,0.332,4,-9.244,0.255,130.813,180640,1
Lost Boy,0.71,0.0565,7,-15.099,0.352,123.994,275280,1
Yesterday,0.849,0.531,7,-5.534,0.771,91.927,203720,1
Honest,0.413,0.439,10,-8.537,0.336,97.942,168480,1
When Will I Learn,0.513,0.274,0,-13.577,0.381,129.834,193917,1
Lady Brain,0.447,0.288,4,-9.131,0.352,139.522,171046,1
Cleopatra,0.546,0.76,8,-6.763,0.461,151.456,201413,1
Heavy,0.614,0.549,5,-6.986,0.255,77.926,264151,1
Celeste,0.604,0.841,1,-5.145,0.585,138.976,203310,1
Don't Say,0.606,0.411,1,-11.765,0.234,117.819,201333,1
Like Home,0.661,0.544,7,-11.193,0.307,139.012,186492,1
I Know,0.644,0.523,4,-7.66,0.453,95.966,195107,1
Adventurers,0.645,0.52,1,-7.417,0.395,169.986,150706,1
Back to You,0.499,0.94,0,-2.741,0.451,112.02,195000,1
Memorial Day,0.52,0.497,2,-9.925,0.41,148.895,238093,1
Fire,0.655,0.873,7,-4.992,0.571,130.018,202163,1
I Keep Ticking On,0.602,0.771,3,-4.494,0.387,125.024,156360,1
Automatic,0.626,0.601,2,-6.4,0.187,120.046,233760,1
Ohio - filous Remix,0.599,0.699,1,-7.588,0.312,120.927,245960,1
I Took A Pill In Ibiza - Seeb Remix,0.678,0.783,7,-4.672,0.687,102,198760,1
Bath Salts,0.611,0.487,2,-10.629,0.667,105.034,152869,1
"Nocturne No.1 In B Flat Minor, Op.9 No.1",0.206,0.0347,1,-25.351,0.0378,67.584,336000,1
Semi-Charmed Life,0.64,0.864,7,-6.576,0.735,102.026,268360,1
Mr. Jones,0.581,0.817,0,-6.542,0.772,141.607,272507,1
Two Princes,0.543,0.912,7,-10.71,0.83,103.731,256733,1
Save Tonight,0.547,0.693,0,-8.786,0.581,119.567,239227,1
Hey Jealousy,0.464,0.785,6,-7.42,0.505,153.005,236067,1
Good,0.615,0.657,7,-6.873,0.78,109.95,185093,1
If You Could Only See,0.417,0.946,10,-4.056,0.501,95.245,263280,1
You Get What You Give,0.618,0.896,2,-5.357,0.727,113.961,300773,1
Why I'm Here,0.638,0.666,8,-7.056,0.474,100.01,238093,1
Lump,0.499,0.873,6,-3.902,0.869,142.726,134200,1
Someday - Remastered,0.743,0.67,1,-4.547,0.934,110.832,243333,1
All I Want,0.6,0.811,5,-7.693,0.601,124.303,196116,1
Push,0.42,0.672,6,-7.902,0.459,168.019,238667,1
What's Up?,0.561,0.555,11,-9.734,0.509,134.369,295493,1
Absolutely (Story of a Girl) - Radio Mix,0.481,0.94,7,-5.204,0.643,96.493,189333,1
Roll To Me,0.566,0.804,6,-5.783,0.868,149.989,132307,1
Hey Leonardo (She Likes Me For Me),0.637,0.846,1,-3.663,0.596,103.119,208493,1
Inside Out,0.483,0.818,11,-7.666,0.69,175.668,219467,1
Blister in the Sun - 2002 Remastered Version,0.701,0.261,0,-19.846,0.895,97.042,144333,1
Cannonball,0.498,0.685,3,-11.795,0.781,112.49,215573,1
Iris,0.291,0.79,11,-5.683,0.493,155.667,289907,1
Into Your Arms,0.48,0.891,2,-5.001,0.646,123.961,164467,1
Mmm Mmm Mmm Mmm,0.58,0.575,3,-7.72,0.372,92.934,235173,1
Hollaback Girl,0.926,0.916,10,-2.221,0.903,110.007,199853,1
SexyBack,0.967,0.583,7,-5.562,0.965,117,242733,1
I Gotta Feeling,0.741,0.748,0,-6.299,0.616,127.965,289133,1
...Baby One More Time,0.757,0.725,0,-4.86,0.887,92.96,211160,1
Genie In A Bottle (Album Version),0.618,0.794,1,-6.985,0.919,175.822,217893,1
Fantasy,0.671,0.727,7,-7.585,0.82,102.358,243493,1
No Scrubs,0.743,0.675,8,-4.267,0.604,92.909,214400,1
Drive,0.639,0.849,4,-5.474,0.668,90.562,232987,1
My Own Worst Enemy,0.494,0.946,4,-2.757,0.713,103.408,169027,1
Wannabe - Radio Edit,0.768,0.864,11,-6.145,0.876,110.008,173027,1
Tearin' up My Heart - Radio Edit,0.686,0.915,7,-4.447,0.784,110.054,211000,1
I Try,0.593,0.642,2,-7.284,0.755,76.403,239440,1
Ironic,0.295,0.593,11,-7.572,0.361,85.482,225933,1
Learn to Fly,0.439,0.931,11,-2.59,0.516,135.944,234800,1
Smooth,0.609,0.923,9,-3.908,0.96,115.996,294987,1
I Want It That Way,0.667,0.728,6,-5.476,0.449,99.014,213000,1
Truly Madly Deeply,0.566,0.705,0,-7.569,0.785,168.152,279400,1
(You Drive Me) Crazy,0.748,0.939,0,-4.288,0.962,104.001,198067,1
Pretty Fly (For a White Guy),0.72,0.898,11,-3.701,0.964,143.431,188107,1
Everybody (Backstreet's Back) - Radio Edit,0.706,0.893,10,-4.355,0.616,108.006,225253,1
Remember the Time,0.831,0.921,5,-2.383,0.808,108.002,239227,1
Meet Virginia,0.675,0.553,7,-7.775,0.57,90.02,239933,1
Last Kiss,0.622,0.692,7,-6.97,0.758,112.053,195467,1
Jump,0.749,0.745,2,-10.625,0.461,101.972,195107,1
"Girls, Girls, Girls",0.6,0.931,7,-4.647,0.527,140.123,270427,1
Don't Stop Me Now - Remastered 2011,0.559,0.868,5,-5.276,0.608,156.295,209413,1
Coming Around Again,0.631,0.363,5,-14.331,0.268,138.367,219160,1
Hips Don't Lie,0.778,0.824,10,-5.892,0.767,100.024,218093,1
Don't Cha,0.875,0.631,1,-3.475,0.552,120.002,272080,1
Every time we touch,0.633,0.976,8,-5.362,0.471,142.027,197124,1
Where Is The Love?,0.835,0.687,5,-3.18,0.826,94.059,272533,1
Don't Stop The Music,0.853,0.676,6,-5.533,0.558,122.65,267080,1
Survivor,0.514,0.911,1,-2.027,0.614,161.109,254027,1
Last Friday Night (T.G.I.F.),0.649,0.815,3,-3.796,0.774,126.03,230747,1
"Whenever, Wherever",0.793,0.832,1,-4.861,0.859,107.647,197027,1
Poker Face,0.851,0.806,4,-4.618,0.769,119.002,237200,1
Complicated,0.585,0.776,5,-5.898,0.43,77.987,244507,1
Das Lied Der Schluempfe,0.658,0.781,9,-8.759,0.929,168.883,243493,1
Because We Want To,0.81,0.885,1,-10.116,0.853,107.024,226333,1
Cheeky Song (Touch My Bum),0.757,0.902,7,-6.747,0.853,130.05,205080,1
Agadoo - original,0.618,0.96,4,-6.382,0.949,131.988,187760,1
Achy Breaky Heart,0.766,0.725,9,-6.36,0.964,121.797,204960,1
Jenny from the Block - Track Masters Remix,0.845,0.768,6,-5.448,0.954,100,187840,1
Look At Me,0.64,0.947,9,-3.925,0.68,145.108,272160,1
(Everything I Do) I Do It For You,0.524,0.429,1,-10.064,0.237,131.206,393827,1
Against All Odds (Take a Look at Me Now),0.498,0.467,1,-7.283,0.402,117.78,200400,1
Anyone Can Fall In Love,0.672,0.709,1,-7.884,0.652,98.972,212288,1
There's No One Quite Like Grandma - 2003 Remastered Version,0.528,0.271,3,-12.762,0.49,136.08,182213,1
Earth Song - Remastered Version,0.511,0.453,3,-6.803,0.142,138.309,406280,1
The Lady In Red,0.53,0.445,10,-10.907,0.495,77.092,259040,1
"My Heart Will Go On (Love Theme from ""Titanic"")",0.433,0.364,4,-8.842,0.0384,98.981,281253,1
Can I Touch You...There?,0.563,0.847,0,-6.19,0.81,82.757,315787,1
Lucky,0.764,0.811,1,-5.245,0.967,95.024,205507,1
Believe,0.653,0.933,6,-6.041,0.413,132.965,238693,1
Macarena,0.927,0.721,8,-12.561,0.966,103.018,249382,1
Boys,0.85,0.623,5,-12.256,0.963,119.891,234827,1
Shaddap You Face,0.762,0.705,4,-5.082,0.776,119.439,193160,1
Ice Ice Baby,0.959,0.545,7,-14.855,0.733,115.266,268840,1
Touch Me (I Want Your Body),0.664,0.679,9,-9.08,0.728,104.851,222029,1
Grandad,0.836,0.395,3,-12.015,0.575,104.058,204827,1
Puppy Love,0.191,0.664,1,-4.125,0.545,203.822,184800,1
Girl You Know It's True,0.771,0.812,10,-6.113,0.524,97.721,197933,1
Mysterious Girl,0.653,0.748,10,-6.323,0.809,172.008,216613,1
Every Loser Wins,0.366,0.363,3,-9.768,0.262,132.758,191009,1
MMMBop,0.685,0.948,9,-5.182,0.627,104.881,267947,1
I'd Do Anything For Love (But I Won't Do That),0.423,0.655,2,-5.374,0.298,103.72,322933,1
"To Roz Bikini (Itsy, Bitsy, Teenie, Weenie)",0.687,0.724,7,-4.206,0.974,139.705,152400,1
Hoochie Mama,0.895,0.883,7,-8.919,0.893,131.644,179000,1
Rockstar,0.616,0.91,0,-3.004,0.684,144.073,252040,1
Miracles,0.668,0.897,6,-3.982,0.512,95.952,312640,1
Fuck You Bitch,0.549,0.576,9,-6.282,0.462,118.709,202787,1
Fog On the Tyne,0.615,0.403,0,-17.264,0.707,80.171,203067,1
Cha Cha Slide,0.854,0.903,11,-6.821,0.818,131.02,222080,1
How You Remind Me - LP Mix,0.446,0.764,10,-5.042,0.52,172.094,223840,1
Burn It To The Ground,0.614,0.873,11,-6.353,0.615,132.074,211067,1
If Today Was Your Last Day,0.485,0.911,3,-5.749,0.55,89.956,249067,1
When We Stand Together,0.446,0.9,10,-3.541,0.884,187.961,190787,1
Fuck Kd,0.947,0.829,9,-5.337,0.837,129.991,150152,1
Now I Do What I Want,0.466,0.72,9,-6.105,0.393,139.87,183484,1
300 Violin Orchestra,0.591,0.75,1,-6.599,0.38,149.931,178026,1
Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],0.682,0.812,1,-2.691,0.347,104.891,192000,1
Party Monster,0.585,0.612,1,-8.341,0.173,77.487,249213,1
U got 2 believe,0.616,0.908,10,-6.867,0.81,92.984,208332,1
Sah,0.682,0.518,8,-10.089,0.963,118.539,224000,1
Oh Devil,0.904,0.517,7,-7.287,0.722,96.999,217587,1
Shut Up and Dance,0.578,0.866,1,-3.804,0.619,128.038,199080,1
Anna Sun,0.472,0.844,10,-6.578,0.343,140.034,321280,1
Work This Body,0.421,0.831,4,-5.128,0.489,134.027,175907,1
Tightrope,0.467,0.794,1,-6.174,0.577,162.435,209187,1
Different Colors,0.48,0.826,0,-4.602,0.701,96,222053,1
Avalanche,0.594,0.858,9,-4.339,0.646,138.021,218720,1
Jenny,0.544,0.788,5,-5.593,0.821,148.121,245133,1
Portugal,0.446,0.881,2,-4.368,0.428,169.889,241253,1
Quesadilla,0.551,0.732,9,-6.081,0.628,145.107,195280,1
Aquaman,0.63,0.772,1,-6.986,0.714,99.964,240000,1
Paris - Pegboard Nerds Remix,0.333,0.913,2,-3.722,0.129,99.889,174240,1
Quit You - Wuki Remix,0.743,0.889,10,-5.567,0.186,103.963,259889,1
Don't Let Me Down - Zomboy Remix,0.465,0.953,8,-4.684,0.554,160.064,265600,1
Faded - Slushii Remix,0.68,0.725,6,-3.92,0.26,140.048,211853,1
Can't Get Enough - Pegboard Nerds Remix,0.619,0.949,6,-4.64,0.257,149.935,245656,1
Light - Loosid Remix,0.52,0.809,1,-4.18,0.362,170.032,231667,1
Something Just Like This - ARMNHMR Remix,0.484,0.609,11,-5.652,0.266,131.049,224320,1
Without U,0.583,0.891,7,-3.495,0.321,149.843,224092,1
Hold Up,0.562,0.96,9,-2.981,0.311,159.927,201031,1
Phone Down - Dodge & Fuski Remix,0.595,0.975,8,-2.339,0.183,150.001,198400,1
Spoon Me - Slushii Remix,0.526,0.825,5,-3.506,0.108,150.181,216072,1
Scared To Be Lonely (Conro Remix),0.501,0.683,1,-4.261,0.307,154.901,202839,1
Let It Go - Scott Melker & Mister Gray Remix,0.639,0.978,11,-2.376,0.494,144.986,296276,1
"Call On Me - EDWYNN X TIKAL, Spirix Remix",0.646,0.714,0,-6.511,0.589,97.957,160408,1
Aamon,0.595,0.837,1,-6.011,0.331,149.964,224000,1
Hey Baby - Steve Aoki Remix,0.624,0.971,6,-0.935,0.442,102.003,206013,1
Brightside - Borgeous Remix,0.528,0.879,6,-5.891,0.327,128.268,245053,1
Like A Bitch - Kill The Noise Remix,0.584,0.932,1,-3.501,0.211,74.976,274404,1
Candy,0.894,0.892,1,-2.663,0.867,110.041,182182,1
Habit - Dack Janiels & Wenzday Remix,0.637,0.935,0,-2.467,0.47,150.082,207200,1
First Contact,0.557,0.992,1,-2.735,0.623,150.011,185600,1
I Wanna Get Better,0.446,0.915,9,-6.221,0.402,190.013,204520,1